,tokens,labels
395,They are just like alcholics and this people are every day doing shopping because they can not stop themself unless they have not got money for spend .,1
396,"I can not believe how they doing this things every day , even when I need something at home I alway try to find out something to use instead of that things .",1
397,Because nowdays whereever you go there is big queue and I hate being waited .,1
398,"The queue is not only the problem if you go by car there is parking problem , if you go by bus there is again queue and you have to carry many carry bag carrier bags during the your journey and you wo n't be alway luky to find a seat to seat .",1
399,If you go shopping for ( buy ) clothes that is the worse kind of shopping .,1
400,Specialy if you want to buy with your girlfriend or if you are already girl you have to be read for hours to spend try on and off .,1
401,I realy hate go shopping with girls to buy clothes because when they went into a shop they want try on every single cloth and they do not realise to time .,1
402,"Some people says "" shopping is not alway enjoyable "" but for me definity unenjoyable and I think it will be same rest of my life .",1
403,"Dear Sir/Madam , I am writing with reference to the musical show I saw last week in your theatre .",0
404,I hoped that it would be the most excited evening during my week 's holiday in London .,1
405,Unfortunately it was n't .,0
406,I would n't like to be unkind but I must say that the advertisement for the show included a lot of false information .,0
407,"First of all , when I had bought the ticets it appeared that there is no discount available .",1
408,"Secondly , I must complain that the musical show started almost an hour later and in addition to this anyone did n't excuse .",1
409,"Moreover I would like to ask why Danny Brook , which is my favourite actor , did n't play in the show .",1
410,Furthermore I would like to enquire why the theatre restaurant was closed .,1
411,"Finally , I must say that I had a very disappointing evening and I would like to get my money back .",0
412,I look forward to hearing from you .,0
413,"Your faithfully Unfortunately , Pat was n't very good at keeping secrets .",1
414,I wish I had know it two days ago ... Exacly on 15th June we were at the birthday party .,1
415,Dora wanted me to come with Pat because she was in love with him .,0
416,"I really like Dora and Pat and I just wanted to help them to be together , but it was n't such a good idea .",0
417,I thought that if I said something specific about her he would look at her in a different way .,0
418,"Well , I forgot that it 's just a boy !",0
419,I should n't have told him that she was a virgin .,0
420,It was awful when he started to laugh and everybody was stearing at us .,1
421,Yesterday I discovered that he told everything to Marl and Tony .,1
422,I really regret that I was so foolish .,0
423,The most horrible is the fact that my friendship with Dora seems to be on the rocks and I do n't know what I have to do to overcome the difficulties .,1
424,Mr. Manager : I am writing this letter to you because when I went to your Musical show I had a very bad time .,1
425,Firstly when I went to the show it was writing that the starting time was 19.30 but it started at quarter past eight I had waitted for fourthey five minutes .,1
426,Secondly the stars were going to be DANNY BROOK and TINA TRUELOVE but different people came to the show .,0
427,It was the first time I was going to go to a musical show but I guess it will be the last one too .,1
428,Anyway after the show I felt hungry so I went to the restaurant but it was closed because they were having the inside altered .,0
429,And as last that was the worse night I had ever had so I asked for my money back but they would n't give it so I had an argument with the people Who worked their but I could n't get my money back .,1
430,"Unfortunately , Pat was n't very good at keeping secrets .",0
431,Because last year I started smoking and nobody knew that I was smoking but one day as I was smoking at the back of the school some one came next to me and I noticed that it was Pat .,1
432,She saw me as I was smoking so that was n't going to be very good .,0
433,She said that she would n't tell it to anyone but I knew she might say it to someone so I always was with her very minute ever second .,1
434,But one day as I was walking home like every night I saw Pat at the front of our house door talking to my dad .,1
435,I just knew I could n't have trusted to her but as I went in the house my dad offered pot to stay for meal I was in a schock thinking why is n't anyone getting angry to me after a while we sat for dinner and Pat just talk my parents that I was smoking and when my family heard they got ever so angry .,1
436,I could n't go out of the house for a month so now I know how Pat is and ca n't keep any secrets .,1
437,"Dear Mister I 'm writing to you to complain about the musical show you present at the moment : "" Over the Rainbow "" .",1
438,"As my husband is a native and we live in Switzerland , we apreciate to pass a week in London every year .",1
439,We are keen on theatre and musical show .,1
440,Your theatre is known to present excellent spectacles .,1
441,"We were never disappointed so far and especially enjoyed "" The Drama "" you presented last year .",1
442,Anyway we had a very disappointing evening .,0
443,"At first , we could n't get any discount , although you mention it on your advertisment .",1
444,And the only tickets left were at £ 20 .,1
445,Then the spectacle began 45 minutes later than mentioned .,1
446,"Last but not least , Danny Brook was replaced by a different actor , whose name I probably forgot because of his poor performance .",0
447,Afterwards we are used to eat at your restaurant which is not only well known for it 's good price value but also for it 's original decoration .,1
448,"Therefore I ask you to give use £ 20 back , because the two tickets were not more worth .",1
449,I 'm looking forward to hearing soon from you .,1
450,"yours faithfully Unfortunately , Pat was n't really good at keeping secrets .",0
451,The following story will prove it .,0
452,I left the office at six o'clock .,0
453,I was free as the air .,0
454,My husband was following a course all the week in Berne .,1
455,"The kids were by their grandmother , who take care of them .",1
456,I drove to Ouchy where I took a drink .,1
457,"It was so hot , I decided to go for a swim in tutry , although I had n't any swimming-clothes .",1
458,I knew a good place .,0
459,I parked the car and went ten minuts .,1
460,"As I had planed , the place was deserted .",1
461,I took my clothes of and swam twenty minutes in the lake .,1
462,"Coming back , I noticed that my clothes were missing .",0
463,"I walked back , hoping I would n't come accross anyone and be able to drive back home .",1
464,The car was missing too .,0
465,Unfortunately a police car drove by and the policeman saw me standing there nude .,0
466,They drove me to their office after having given me use of their shirt .,1
467,There I called Pat who picked me up .,0
468,I felt so miserable that Pat laughed seeing me .,1
469,Of course she told everything to my husband .,0
470,If only Pat could keep secrets !,0
471,"Dear Jane Clark , I am writing to thank you for providing International Arts Festival .",1
472,It was absolutely great idea .,1
473,"However , I would like to give some suggestions for next year as I have read the advertisement .",0
474,"Firstly , could you invite stars and artists from more than only six contries ?",1
475,"In my opinion , it might be better to have time with variety nationallites .",1
476,"Secondly , the music concerts were very exciting and had a lot of fun , but some concert halls were too small to enjoy them comfortably .",1
477,"Thirdly , I am expecting to watch more films and plays which were impressive .",1
478,"Lastly , it could be nice to students who are interested in arts , if you help special events , for instance , song contest , writing competition or dance lessons .",1
479,"To sum up , I hope the festival is developed next year with excellent reasonably-priced ticket like this year 's .",1
480,"Yours sincerely , PART TIME JOBS : Find in your place Do you need money ?",1
